,name,artist,album,genre,release_date,length,acousticness,danceability,instrumentalness,loudness,liveness,tempo,energy,speechiness,valence,time_signature,popularity,popularity_2
523,Sorry Not Sorry,Demi Lovato,,dance pop,2018,204,,71,,-7,26,144,64,23,89,,81,
524,Shallow - Radio Edit,Lady Gaga,,dance pop,2018,217,,57,,-7,9,96,33,3,28,,80,
525,These Days,Rudimental,,dance pop,2018,211,,65,,-4,17,92,81,5,55,,80,
526,What Lovers Do (feat. SZA),Maroon 5,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5dxlqq9p682FXcj9tk1IQh'}, 'href': 'https://api.spotify.com/v1/artists/5dxlqq9p682FXcj9tk1IQh', 'id': '5dxlqq9p682FXcj9tk1IQh', 'name': 'Chart Topping Karaoke', 'type': 'artist', 'uri': 'spotify:artist:5dxlqq9p682FXcj9tk1IQh'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/5MRc8yoUjRCHvpPihgmiJv'}, 'href': 'https://api.spotify.com/v1/albums/5MRc8yoUjRCHvpPihgmiJv', 'id': '5MRc8yoUjRCHvpPihgmiJv', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ddd91201512e3c53bf2de5b3', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ddd91201512e3c53bf2de5b3', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ddd91201512e3c53bf2de5b3', 'width': 64}], 'name': 'What Lovers Do (Originally Maroon 5 feat. Sza) [Karaoke Version]', 'release_date': '2017-10-12', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:5MRc8yoUjRCHvpPihgmiJv'}",pop,2018,200,0.000202,80,0.874,-5,10,110,60,6,42,4,79,5
527,Finesse - Remix; feat. Cardi B,Bruno Mars,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C'}, 'href': 'https://api.spotify.com/v1/artists/0du5cEVh5yTK9QJze8zA0C', 'id': '0du5cEVh5yTK9QJze8zA0C', 'name': 'Bruno Mars', 'type': 'artist', 'uri': 'spotify:artist:0du5cEVh5yTK9QJze8zA0C'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB'}, 'href': 'https://api.spotify.com/v1/artists/4kYSro6naA4h99UJvo89HB', 'id': '4kYSro6naA4h99UJvo89HB', 'name': 'Cardi B', 'type': 'artist', 'uri': 'spotify:artist:4kYSro6naA4h99UJvo89HB'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3mumK2ar9b4JPhVOZR0V2p'}, 'href': 'https://api.spotify.com/v1/albums/3mumK2ar9b4JPhVOZR0V2p', 'id': '3mumK2ar9b4JPhVOZR0V2p', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27347e522adf030a78615cdea06', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0247e522adf030a78615cdea06', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485147e522adf030a78615cdea06', 'width': 64}], 'name': 'Finesse (Remix) [feat. Cardi B]', 'release_date': '2017-12-20', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:3mumK2ar9b4JPhVOZR0V2p'}",pop,2018,217,0.0185,70,0,-5,2,105,86,10,93,4,78,88
528,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V'}, 'href': 'https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V', 'id': '6eUKZXaKkcviH0Ku9w2n3V', 'name': 'Ed Sheeran', 'type': 'artist', 'uri': 'spotify:artist:6eUKZXaKkcviH0Ku9w2n3V'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m'}, 'href': 'https://api.spotify.com/v1/artists/6vWDO969PvNqNYHIOW5v0m', 'id': '6vWDO969PvNqNYHIOW5v0m', 'name': 'Beyoncé', 'type': 'artist', 'uri': 'spotify:artist:6vWDO969PvNqNYHIOW5v0m'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/52kvZcbEDm0v2kWZQXjuuA'}, 'href': 'https://api.spotify.com/v1/albums/52kvZcbEDm0v2kWZQXjuuA', 'id': '52kvZcbEDm0v2kWZQXjuuA', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273af6b2fca3b6e24612a5fe5d8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02af6b2fca3b6e24612a5fe5d8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851af6b2fca3b6e24612a5fe5d8', 'width': 64}], 'name': 'Perfect Duet (Ed Sheeran & Beyoncé)', 'release_date': '2017-11-30', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:52kvZcbEDm0v2kWZQXjuuA'}",pop,2018,260,0.779,59,0,-7,12,95,30,3,36,3,78,92
529,Bad At Love,Halsey,,dance pop,2018,181,,68,,-4,9,118,75,3,61,,78,
530,Him & I (with Halsey),G-Eazy,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/02kJSzxNuaWGqwubyUba0Z'}, 'href': 'https://api.spotify.com/v1/artists/02kJSzxNuaWGqwubyUba0Z', 'id': '02kJSzxNuaWGqwubyUba0Z', 'name': 'G-Eazy', 'type': 'artist', 'uri': 'spotify:artist:02kJSzxNuaWGqwubyUba0Z'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/1VAc77UvK5wj8ZSWCo3V2b'}, 'href': 'https://api.spotify.com/v1/albums/1VAc77UvK5wj8ZSWCo3V2b', 'id': '1VAc77UvK5wj8ZSWCo3V2b', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02046527a9c176f7c2916f3530', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851046527a9c176f7c2916f3530', 'width': 64}], 'name': 'The Beautiful & Damned', 'release_date': '2017-12-15', 'release_date_precision': 'day', 'total_tracks': 20, 'type': 'album', 'uri': 'spotify:album:1VAc77UvK5wj8ZSWCo3V2b'}",hip hop,2018,269,0.0534,59,0,-6,31,88,73,9,19,4,78,84
531,Friends (with BloodPop®),Justin Bieber,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s'}, 'href': 'https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s', 'id': '1uNFoZAHBGtllmzznpCI3s', 'name': 'Justin Bieber', 'type': 'artist', 'uri': 'spotify:artist:1uNFoZAHBGtllmzznpCI3s'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1okJ4NC308qbtY9LyHn6DO'}, 'href': 'https://api.spotify.com/v1/artists/1okJ4NC308qbtY9LyHn6DO', 'id': '1okJ4NC308qbtY9LyHn6DO', 'name': 'BloodPop®', 'type': 'artist', 'uri': 'spotify:artist:1okJ4NC308qbtY9LyHn6DO'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/7huML9zDbY4thKH0xSuZTP'}, 'href': 'https://api.spotify.com/v1/albums/7huML9zDbY4thKH0xSuZTP', 'id': '7huML9zDbY4thKH0xSuZTP', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735e8213c6183630b7d1931bdf', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025e8213c6183630b7d1931bdf', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515e8213c6183630b7d1931bdf', 'width': 64}], 'name': 'Friends (with BloodPop®)', 'release_date': '2017-08-17', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:7huML9zDbY4thKH0xSuZTP'}",canadian pop,2018,189,0.00389,74,0,-5,30,105,73,4,62,4,77,93
532,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP'}, 'href': 'https://api.spotify.com/v1/artists/0QHgL1lAIqAw0HtD7YldmP', 'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled', 'type': 'artist', 'uri': 'spotify:artist:0QHgL1lAIqAw0HtD7YldmP'}], 'available_markets': ['US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3HhZbSJdhOqMSaRbEt3gtw'}, 'href': 'https://api.spotify.com/v1/albums/3HhZbSJdhOqMSaRbEt3gtw', 'id': '3HhZbSJdhOqMSaRbEt3gtw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737b219c19829e83a86cc9786c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027b219c19829e83a86cc9786c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517b219c19829e83a86cc9786c', 'width': 64}], 'name': 'Grateful', 'release_date': '2017-06-22', 'release_date_precision': 'day', 'total_tracks': 23, 'type': 'album', 'uri': 'spotify:album:3HhZbSJdhOqMSaRbEt3gtw'}",dance pop,2018,204,0.0287,67,0,-3,12,98,67,7,63,4,76,85
533,My My My!,Troye Sivan,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3WGpXCj9YhhfX11TToZcXP'}, 'href': 'https://api.spotify.com/v1/artists/3WGpXCj9YhhfX11TToZcXP', 'id': '3WGpXCj9YhhfX11TToZcXP', 'name': 'Troye Sivan', 'type': 'artist', 'uri': 'spotify:artist:3WGpXCj9YhhfX11TToZcXP'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3MYJYd73u0SatCnRVvRJ3M'}, 'href': 'https://api.spotify.com/v1/albums/3MYJYd73u0SatCnRVvRJ3M', 'id': '3MYJYd73u0SatCnRVvRJ3M', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273aae542061ac42ee04779fb2f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02aae542061ac42ee04779fb2f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851aae542061ac42ee04779fb2f', 'width': 64}], 'name': 'Bloom', 'release_date': '2018-08-31', 'release_date_precision': 'day', 'total_tracks': 10, 'type': 'album', 'uri': 'spotify:album:3MYJYd73u0SatCnRVvRJ3M'}",dance pop,2018,205,0.00407,70,0.000151,-8,5,103,46,8,48,4,76,81
534,Capital Letters,Hailee Steinfeld,,dance pop,2018,219,,66,,-6,5,100,81,8,46,,76,
535,Sick Boy,The Chainsmokers,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp'}, 'href': 'https://api.spotify.com/v1/artists/69GGBxA162lTqCwzJG5jLp', 'id': '69GGBxA162lTqCwzJG5jLp', 'name': 'The Chainsmokers', 'type': 'artist', 'uri': 'spotify:artist:69GGBxA162lTqCwzJG5jLp'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/5dqbDJW50I4Uk8OrQ3asO2'}, 'href': 'https://api.spotify.com/v1/albums/5dqbDJW50I4Uk8OrQ3asO2', 'id': '5dqbDJW50I4Uk8OrQ3asO2', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e9a78c1f38c28b11c65a90b7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e9a78c1f38c28b11c65a90b7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e9a78c1f38c28b11c65a90b7', 'width': 64}], 'name': 'Sick Boy (Remixes)', 'release_date': '2018-02-09', 'release_date_precision': 'day', 'total_tracks': 6, 'type': 'album', 'uri': 'spotify:album:5dqbDJW50I4Uk8OrQ3asO2'}",electropop,2018,193,0.0221,66,0,-8,12,90,58,5,45,4,76,86
536,Tequila,Dan + Shay,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7z5WFjZAIYejWy0NI5lv4T'}, 'href': 'https://api.spotify.com/v1/artists/7z5WFjZAIYejWy0NI5lv4T', 'id': '7z5WFjZAIYejWy0NI5lv4T', 'name': 'Dan + Shay', 'type': 'artist', 'uri': 'spotify:artist:7z5WFjZAIYejWy0NI5lv4T'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6hHAlbMUT6KDLvacZv3VeU'}, 'href': 'https://api.spotify.com/v1/albums/6hHAlbMUT6KDLvacZv3VeU', 'id': '6hHAlbMUT6KDLvacZv3VeU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730623fbc832b1a6fd0e943540', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020623fbc832b1a6fd0e943540', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510623fbc832b1a6fd0e943540', 'width': 64}], 'name': 'Dan + Shay (Acoustic)', 'release_date': '2019-01-10', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:6hHAlbMUT6KDLvacZv3VeU'}",contemporary country,2018,196,0.112,47,0,-6,13,86,59,3,50,4,76,80
537,Look What You Made Me Do,Taylor Swift,,pop,2018,212,,77,,-6,13,128,71,12,51,,75,
538,Youth (feat. Khalid),Shawn Mendes,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr'}, 'href': 'https://api.spotify.com/v1/artists/7n2wHs1TKAczGzO7Dd2rGr', 'id': '7n2wHs1TKAczGzO7Dd2rGr', 'name': 'Shawn Mendes', 'type': 'artist', 'uri': 'spotify:artist:7n2wHs1TKAczGzO7Dd2rGr'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2VP96XdMOKTXefI8Nui23s'}, 'href': 'https://api.spotify.com/v1/albums/2VP96XdMOKTXefI8Nui23s', 'id': '2VP96XdMOKTXefI8Nui23s', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273269423eb6467e308c0fbce24', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02269423eb6467e308c0fbce24', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851269423eb6467e308c0fbce24', 'width': 64}], 'name': 'Shawn Mendes', 'release_date': '2018-05-25', 'release_date_precision': 'day', 'total_tracks': 14, 'type': 'album', 'uri': 'spotify:album:2VP96XdMOKTXefI8Nui23s'}",canadian pop,2018,191,0.56,53,0,-7,13,100,60,12,32,4,75,87
539,Bad Liar,Selena Gomez,,dance pop,2018,215,,97,,-6,8,121,41,7,73,,75,
540,Anywhere,Rita Ora,,dance pop,2018,215,,63,,-4,10,107,80,6,32,,74,
541,Say Something,Justin Timberlake,,dance pop,2018,279,,71,,-7,8,97,63,8,37,,74,
542,Chun-Li,Nicki Minaj,,dance pop,2018,192,,69,,-5,11,129,73,37,48,,73,
543,Sign of the Times,Harry Styles,,dance pop,2018,341,,52,,-5,11,120,57,3,21,,72,
544,Familiar,Liam Payne,,dance pop,2018,197,,64,,-5,8,93,81,33,91,,72,
545,Let Me,ZAYN,,dance pop,2018,185,,46,,-6,10,168,57,5,19,,72,
546,Supernova,Ansel Elgort,,dance pop,2018,191,,77,,-5,21,140,62,10,68,,72,
547,Nervous,Shawn Mendes,,canadian pop,2018,164,,84,,-7,13,122,62,8,74,,71,
548,First Time,Kygo,,edm,2018,194,,63,,-7,10,90,59,11,68,,71,
549,End Game,Taylor Swift,,pop,2018,245,,65,,-6,11,159,59,6,15,,70,
550,Mi Gente (feat. Beyoncé),J Balvin,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1vyhD5VmyZ7KMfW5gqLgo5'}, 'href': 'https://api.spotify.com/v1/artists/1vyhD5VmyZ7KMfW5gqLgo5', 'id': '1vyhD5VmyZ7KMfW5gqLgo5', 'name': 'J Balvin', 'type': 'artist', 'uri': 'spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4RSyJzf7ef6Iu2rnLdabNq'}, 'href': 'https://api.spotify.com/v1/artists/4RSyJzf7ef6Iu2rnLdabNq', 'id': '4RSyJzf7ef6Iu2rnLdabNq', 'name': 'Willy William', 'type': 'artist', 'uri': 'spotify:artist:4RSyJzf7ef6Iu2rnLdabNq'}], 'available_markets': ['US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/55228F4QRlYDzJ4H02tDHA'}, 'href': 'https://api.spotify.com/v1/albums/55228F4QRlYDzJ4H02tDHA', 'id': '55228F4QRlYDzJ4H02tDHA', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27354cd60e37178acc40762f230', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0254cd60e37178acc40762f230', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485154cd60e37178acc40762f230', 'width': 64}], 'name': 'Mi Gente (feat. Beyoncé)', 'release_date': '2017-09-28', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:55228F4QRlYDzJ4H02tDHA'}",latin,2018,210,0.0223,76,0,-6,23,105,72,8,47,4,68,96
551,Lemon,N.E.R.D,,hip hop,2018,220,,92,,-7,12,95,73,9,20,,68,
